id,webpage,fingerprint
2303,goo-net.com,FE:15:FA:7B:67:A2:BE:F6:8F:DB:D1:3C:32:29:87:40:C9:9D:DA:AA:65:1D:BE:A5:63:C3:8F:D2:19:BD:15:FD
2309,academic.ru,4B:1D:DC:F5:07:CA:FF:7B:C1:49:30:17:E3:A9:0A:40:2E:60:89:DE:60:E2:02:E1:3D:6F:6A:3F:53:FD:19:C3
2318,khan.co.kr,05:F0:AF:26:1E:9D:72:76:B7:C8:BF:91:22:CE:0E:35:05:4B:35:7A:12:FD:52:85:57:44:A3:C7:CD:85:60:76
2322,gumtree.pl,06:C5:53:8D:99:64:AD:9B:E9:0B:7B:24:A4:D3:3D:E8:A6:97:62:8F:AF:F3:34:42:02:2D:AA:66:FC:48:BB:68
2358,coolmath-games.com,CA:5C:57:BE:E6:AB:21:C0:55:DC:DB:E8:AD:25:FE:EF:6D:17:64:A9:2E:2A:AA:AD:B5:D5:5F:B6:67:C3:F8:AC
2381,andhrajyothy.com,D5:80:BD:48:35:84:98:C9:0F:4A:B8:97:E1:F0:A9:86:2A:37:4A:36:8D:C7:5E:C1:C5:59:A9:BB:87:EE:7B:CF
2399,bigpoint.com,98:54:FF:A4:67:30:A1:A5:C8:E4:CB:3B:88:87:DB:27:97:8E:C7:BB:3E:50:57:EC:9C:E5:B3:95:DA:59:51:C7
2402,vtv.vn,8B:95:14:53:C7:EA:AA:5A:B2:40:7B:F9:1E:C0:17:E5:75:07:1C:79:9C:80:14:C9:62:FB:08:70:9D:EF:33:61
2420,leroymerlin.fr,67:0F:78:9A:0B:B8:AE:89:34:12:53:DD:6F:76:A8:24:1D:94:BD:E4:8E:9D:44:84:4F:1D:28:4D:FA:79:3F:F5
2424,fakt.pl,12:A5:58:5F:E7:59:63:FE:65:23:AD:BB:E8:BC:CC:E0:AA:65:D1:1A:FD:CA:FE:33:10:DF:D6:35:88:83:A7:0E
2436,jetblue.com,4A:DB:7C:F6:E3:73:A4:94:68:2C:FD:59:5F:19:6E:0F:54:05:81:49:22:61:6E:74:F5:C9:25:9E:54:30:4D:27
2464,libraryreserve.com,61:78:BF:37:8E:34:C6:69:DF:50:FF:B9:1D:43:44:3A:4C:0A:63:6F:2F:F9:B9:20:D6:F6:DB:12:EA:05:0D:BF
2467,screenrant.com,0B:93:1B:66:8F:45:CE:9A:70:BF:02:89:20:4D:A7:E1:15:61:63:78:03:FC:A0:46:8F:61:E3:77:40:8F:27:FF
2470,sky.it,E0:43:35:D2:16:E9:2D:E0:B8:82:51:39:96:E8:27:BD:13:65:7F:6A:DA:55:B7:EF:BC:95:11:B1:68:98:A8:66
2475,books.com.tw,75:D4:8A:34:0E:EB:70:38:7A:5C:D5:D1:A0:AD:BC:01:9C:93:82:7D:65:9F:B9:FF:E5:1E:FD:AF:F9:A7:3E:16
2479,ponparemall.com,19:3F:FB:7F:EE:CC:A2:4D:A5:23:F2:A2:72:A0:50:87:3C:54:36:8C:D5:B9:E8:F7:DA:AC:01:C9:E2:85:29:61
2492,manta.com,A8:D8:62:1A:01:38:37:93:55:E0:F5:E3:8A:A8:EE:CD:F4:13:B3:2A:F2:0F:E7:B9:E9:94:DE:B3:F0:36:D9:17
2516,trovaprezzi.it,38:14:A4:A5:F6:61:B7:C8:D6:87:35:B8:97:FA:D3:23:3E:A6:A3:C8:48:B5:77:D8:F8:63:CF:5F:17:0B:27:62
2524,vodafone.in,73:87:9A:31:30:3A:74:39:42:3B:5E:94:70:04:B9:5C:72:3B:8E:A6:33:42:44:AB:69:40:C9:C0:C5:E2:7C:1B
2528,kijiji.it,D5:74:F0:5D:48:5B:B4:D6:EA:DB:A9:F7:C1:C5:33:6D:3E:63:57:29:FD:DE:99:7F:87:90:E6:2F:04:51:00:1A
2533,blkget8.com,D5:80:BD:48:35:84:98:C9:0F:4A:B8:97:E1:F0:A9:86:2A:37:4A:36:8D:C7:5E:C1:C5:59:A9:BB:87:EE:7B:CF
2534,neogaf.com,3D:76:52:B5:79:52:B6:97:77:CE:CE:CE:04:63:72:63:B2:2C:BD:2D:D2:B3:8B:EF:6A:BE:92:F3:E8:27:61:BA
2545,srnk.club,5B:5F:97:DD:A1:A5:11:B6:E1:B0:0D:5F:D1:E9:18:56:9F:6C:7C:F9:F2:0D:EB:04:CD:6D:31:04:2A:50:A2:55
2570,blic.rs,EE:98:0A:B5:F3:C4:6A:16:9C:35:45:A6:CF:7C:68:F9:B5:60:53:86:3A:36:87:ED:1C:4C:8F:E4:68:D8:4C:65
2598,sagepub.com,D8:A0:79:1D:73:A4:4E:5B:CB:95:D4:5B:DE:E8:77:4F:B0:10:06:D3:23:37:C6:39:22:DF:A5:52:0A:29:F6:94
2600,williamhill.com,E0:59:04:FF:1D:F8:52:BD:9B:FD:37:73:8D:4F:03:D9:F0:8A:FC:FC:3A:B0:6E:5F:72:11:7F:40:6B:2B:A0:33
2650,emuparadise.me,D5:80:BD:48:35:84:98:C9:0F:4A:B8:97:E1:F0:A9:86:2A:37:4A:36:8D:C7:5E:C1:C5:59:A9:BB:87:EE:7B:CF
2652,startimes.com,E0:6D:D0:B1:54:CA:03:2D:CC:C3:F5:07:C2:73:52:AF:41:B1:3B:6F:AF:BA:2C:84:C3:16:2D:D5:F7:DA:43:09
2679,newsmax.com,3C:66:6B:7C:6B:0B:FC:65:64:7F:75:42:EE:8B:D7:AC:2B:6B:3C:B8:BB:A0:1D:A1:8C:CC:C9:8F:8D:64:98:B4
2691,camelcamelcamel.com,86:D3:8C:C3:82:88:8E:71:8C:C9:41:B3:B8:3A:3D:73:F3:8A:3E:F5:D8:D0:2C:C7:CB:75:87:DB:22:0F:AC:D8
2708,rentalcars.com,B7:B6:5E:40:DF:19:72:67:A1:E5:A6:AB:BB:D9:75:D6:9C:D1:47:D1:53:2D:18:6D:FC:E5:E0:C9:8D:01:FE:D0
2714,leparisien.fr,12:5C:1A:5B:F4:BA:05:E8:AF:9E:15:94:67:AA:73:45:81:52:77:AF:8F:76:1B:40:42:38:CA:9E:97:A9:0E:77
2716,kalerkantho.com,94:AB:C5:B1:85:75:11:82:FD:9F:10:70:15:BB:95:95:63:65:F0:60:05:EC:01:8A:01:75:93:F2:43:A0:B9:5D
2740,popkade.ir,55:D1:B1:FB:FD:07:38:31:DC:B8:DB:8E:9E:19:BF:9E:27:EB:0C:A0:48:86:29:D0:3A:89:BF:68:41:A0:A7:EE
2744,cnyes.com,AF:DF:31:0B:3B:CD:17:71:46:CA:E1:3D:A4:39:1B:E4:FC:13:01:FA:D4:F9:52:5F:55:9B:D2:E7:C3:EE:05:06
2775,vic.gov.au,58:23:D7:36:7B:F1:77:96:FF:BC:F7:2A:35:EE:0B:36:04:67:A2:CC:CE:B0:86:1E:83:7D:66:1A:3E:87:2B:DB
2845,abnamro.nl,B7:82:DD:81:40:8E:89:60:62:FB:24:C8:BB:AE:A2:8A:50:54:AE:FD:44:A8:C0:17:90:04:32:D2:AF:FD:9C:42
2877,marmiton.org,51:9A:2A:65:84:C7:BF:D9:51:1F:FE:18:F5:44:7D:38:88:8D:83:70:74:C1:78:EE:8D:1B:09:59:29:E5:DB:E9
2886,myappline.com,C2:57:95:78:39:B7:14:7B:76:08:9B:EB:58:99:30:FB:E4:1D:3E:7B:D4:F6:C2:F0:35:F3:FE:82:7D:6B:27:FA
2904,springfile.org,58:93:D4:24:A0:DA:B7:D1:14:E6:53:F9:26:28:06:AF:8F:21:EE:38:23:44:BE:60:82:67:83:68:6F:2F:F4:1C
2925,cheapoair.com,93:F9:7C:23:0B:75:9C:30:73:20:22:3D:3F:5E:14:E6:69:33:21:EB:27:89:0F:EE:CB:51:18:81:A9:61:74:5F
2932,creativebloq.com,53:C4:C9:5D:F6:20:AE:4C:74:EB:49:9C:28:80:34:0B:17:EA:77:50:D6:C9:49:7B:5A:85:BF:D3:1E:1D:00:34
2944,jkforum.net,E4:4D:80:5D:8D:D9:8D:88:41:BD:77:8E:95:3A:F8:17:DB:7A:EE:C5:0C:D2:18:C2:15:54:54:69:E2:B1:4A:71
2948,lloydsbank.com,8C:AD:63:A0:31:12:F7:33:3E:27:CB:19:7D:DB:28:87:C2:BF:5F:13:25:12:C2:1B:FC:EE:BA:31:9D:16:ED:06
2957,ipeen.com.tw,60:6A:FF:02:5C:65:DD:46:A3:6F:DC:ED:F3:6A:9F:25:DB:C1:66:3E:5B:83:A1:1C:92:7F:39:05:27:0A:B4:4A
3021,eltiempo.com,4B:2E:01:6F:63:A8:46:3F:87:E6:CE:75:94:A8:79:1E:E0:A5:72:76:E2:05:08:1B:A6:29:E2:67:C3:A9:D3:5F
3023,accenture.com,34:33:A6:41:7F:DE:FE:89:50:54:AD:A6:3B:16:42:66:01:57:81:FE:35:07:D2:1B:63:72:F2:D1:A0:6D:A2:36
3073,myradioaccess.com,E3:DA:9B:4E:4C:9A:02:55:CA:81:C1:0D:83:A5:42:AC:D3:3C:CE:7A:A6:92:74:C4:EA:84:0B:22:A8:49:F9:D4
3092,stargames.com,61:78:2B:41:34:9B:3B:8A:CD:AC:2F:91:ED:57:05:81:6B:80:81:D0:FB:B2:CE:42:A9:AB:4F:A1:32:7A:04:7B
3124,tvtropes.org,BF:3B:A4:FE:E1:70:00:DC:2D:00:65:21:5A:82:DD:32:98:73:13:2E:38:48:55:9B:62:DB:C0:58:E9:1B:9E:F1
3136,xl.pt,78:A2:CC:B1:0C:81:E8:07:C1:4B:43:D7:1E:92:49:F7:6B:B0:34:A4:AD:7B:AA:73:46:2A:91:AD:CE:D3:14:09
3178,governmentjobs.com,FA:50:88:BB:40:5B:A2:4F:69:B5:12:88:D2:EC:E9:D3:62:13:55:F3:5B:B1:0C:D6:53:DB:0C:18:7F:CD:9B:94
3187,blkget5.com,C2:57:95:78:39:B7:14:7B:76:08:9B:EB:58:99:30:FB:E4:1D:3E:7B:D4:F6:C2:F0:35:F3:FE:82:7D:6B:27:FA
3188,freenet.de,E8:12:8A:D8:7D:09:45:EB:6E:C9:C5:22:DE:77:02:46:E8:BB:7D:71:EE:BD:C4:75:9D:C4:04:A8:3C:38:E4:65
3234,fssnet.co.in,9B:D4:C9:69:06:23:55:17:9F:09:31:04:27:0B:F7:0C:B7:25:E9:14:05:0B:B9:A5:CE:C4:B5:FB:FC:D2:F9:01
3254,commonhealth.com.tw,ED:DA:86:7C:E5:53:20:FE:E1:6F:4F:4A:99:C1:5D:AB:70:3D:5F:72:64:6C:BF:1C:69:B1:43:05:9A:A6:7C:F0
3263,leadpages.co,D5:80:BD:48:35:84:98:C9:0F:4A:B8:97:E1:F0:A9:86:2A:37:4A:36:8D:C7:5E:C1:C5:59:A9:BB:87:EE:7B:CF
3266,francetvinfo.fr,03:73:49:1A:DB:AE:78:07:8A:C9:63:94:62:A7:FB:AC:CA:C9:C6:15:32:1A:D7:79:E4:B7:1D:E8:A5:46:62:D5
3276,rotahaber.com,56:C1:64:6D:96:04:92:F8:8B:83:E0:15:00:0B:CD:FC:11:88:B0:0C:D0:A2:D1:87:20:52:D1:51:F6:64:C2:2A
3284,service-public.fr,B3:4B:6F:B6:A9:F8:F8:D1:4C:30:77:D6:B1:E0:89:A7:B9:00:8B:71:E2:99:DF:BD:EE:C8:8E:C1:30:AD:4C:F6
3294,creditonebank.com,22:7F:29:8F:8D:29:09:C5:28:A0:43:34:D6:CE:74:C4:CF:97:39:74:10:05:B8:93:FF:D3:48:3C:7A:14:3C:B7
3332,arabytracking.com,94:42:F8:2C:B9:87:78:A4:18:4E:E8:E9:CE:D5:D2:2B:A3:EF:88:4B:B8:C1:80:72:09:5A:AB:46:89:BF:7E:E6
3339,banamex.com.mx,4D:0D:74:E1:62:2A:F9:58:1D:AF:4A:9E:30:7B:22:12:45:B1:7C:84:6A:6D:33:A2:A8:59:24:B8:74:45:AD:B2
3340,etnet.com.hk,0E:A7:F0:69:75:24:F5:97:02:67:FB:2A:5E:C2:90:41:C2:6D:D0:2D:C3:4F:AB:3B:EA:C1:F9:FD:BD:BF:F2:04
3390,definicion.de,5E:2F:82:95:BE:DD:7B:E4:C1:2C:BC:3B:56:C9:F7:6F:A3:EF:6E:76:D6:8D:6E:80:51:AC:E3:61:D6:90:81:4E
3392,modcloth.com,CA:5C:57:BE:E6:AB:21:C0:55:DC:DB:E8:AD:25:FE:EF:6D:17:64:A9:2E:2A:AA:AD:B5:D5:5F:B6:67:C3:F8:AC
3404,alarab.com,B1:8E:01:DD:83:C4:7B:48:D8:B2:FB:EE:70:A9:55:D8:A7:1C:C5:04:44:C6:35:E6:F7:51:05:CD:1F:73:52:81
3405,nex1music.ir,59:08:8F:0F:A8:F7:93:63:A9:0E:19:04:25:A6:25:E5:9A:39:15:01:C0:DE:D3:2C:8F:66:D4:F2:6C:86:3C:51
3410,teamliquid.net,A6:59:1A:31:52:84:12:75:CE:0A:D5:89:8E:E0:9A:F9:E6:E8:B7:4E:0A:1C:06:6D:42:ED:00:D3:CC:63:93:AA
3411,probuilds.net,67:08:97:45:B1:E8:DB:18:42:06:02:F1:9D:85:43:EC:27:22:AD:BC:2D:93:DB:06:4D:DA:C1:3B:1A:1E:C2:1F
3418,mk.ru,F6:45:30:0E:3F:55:1E:D8:62:38:7E:60:C5:25:C0:55:B5:AB:81:BA:07:DB:B2:76:1D:5E:D1:D7:92:67:F9:45
3424,fmworld.net,2E:EB:AE:57:BF:B6:60:00:D5:60:DD:06:F2:99:E5:7D:24:52:B6:84:69:88:52:35:A3:24:A7:10:B8:62:7A:47
3426,csod.com,24:15:82:05:1C:9A:26:1A:0E:5A:31:94:BB:FC:ED:99:70:85:8B:30:31:3C:4E:78:1F:3B:9C:72:5A:8D:73:37
3436,1stbrowser.com,F1:00:CF:EA:A2:6D:62:71:F9:53:62:53:14:F4:0C:07:F9:22:7D:C5:52:18:38:3C:83:12:C8:59:19:D9:63:73
3459,garena.com,43:3E:8C:E8:96:86:0D:B6:3C:D5:3E:FE:47:E3:AB:87:BB:C3:5B:A6:9E:D9:4A:C1:8E:71:E1:A5:31:C8:0E:27
3463,mysurvey.com,DA:DD:AD:05:EA:50:2A:5B:E6:4A:7E:94:E9:1D:19:A1:CC:7E:FE:6C:C8:8B:79:04:A1:95:09:7B:9A:47:03:E5
3475,soy502.com,D4:06:80:F3:DB:E3:E1:66:54:8E:8B:07:C6:6D:0C:E3:7F:E1:6A:BF:6B:F5:E7:99:AF:BC:69:65:69:C8:7B:DE
3480,netgear.com,12:13:9A:90:06:72:9E:19:3B:88:1F:35:0D:45:85:F5:56:D2:19:73:69:BA:D2:8D:39:72:A6:BF:76:91:A3:EA
3518,popupads.ir,75:EF:66:99:64:1E:8C:3F:BA:08:08:47:2E:23:AA:F3:08:03:9B:BC:14:F1:90:8E:D7:A2:71:34:B5:D7:F0:5F
3533,adweek.com,A0:F0:16:07:84:41:94:03:DC:02:25:0F:54:61:95:21:12:6A:AA:F2:5B:FE:09:D2:25:03:0C:BF:0B:02:0E:3D
3553,championselect.net,CA:5C:57:BE:E6:AB:21:C0:55:DC:DB:E8:AD:25:FE:EF:6D:17:64:A9:2E:2A:AA:AD:B5:D5:5F:B6:67:C3:F8:AC
3562,hola.com,09:7B:FD:AF:F2:2C:9C:8B:57:AB:C3:11:5B:0E:06:AC:4F:D6:D3:91:B4:9A:C7:67:C9:B4:9A:9C:C2:18:0D:3C
3568,mr-jatt.com,0E:CA:F6:58:0F:79:B4:A3:19:AA:05:AB:E3:2F:92:1E:F6:61:D8:23:A2:C0:03:DA:87:D9:DC:EB:84:01:AF:DB
3572,parenting.com.tw,D2:0F:9E:47:1D:E9:3C:51:E9:7E:1D:E0:F2:26:DF:6F:EF:00:00:FF:9C:81:A5:7D:5E:68:16:BD:9E:B3:53:AB
3581,unc.edu,44:3E:A4:0E:E0:1A:98:3F:90:CD:A5:2F:5B:5E:83:20:0E:1E:E4:9A:BD:D9:A9:76:C0:54:42:7E:F7:B9:ED:2A
3602,sidecubes.com,38:14:A4:A5:F6:61:B7:C8:D6:87:35:B8:97:FA:D3:23:3E:A6:A3:C8:48:B5:77:D8:F8:63:CF:5F:17:0B:27:62
3607,royalmail.com,38:10:32:42:09:40:26:99:8B:66:41:48:36:A9:FF:3A:0B:B8:1E:AD:46:0B:C9:00:E0:14:17:BB:C8:7D:51:5C
3626,honda.com,BC:80:22:FA:E1:BD:B6:DB:B5:29:FF:E1:5C:62:3F:30:08:35:97:B9:07:0F:3E:E0:7D:EF:C4:68:74:24:D8:75
3634,computerhope.com,8C:F0:9E:6F:FF:FC:1B:1B:36:08:9A:0B:E7:FE:CD:38:DB:AA:E4:34:D8:5D:B5:AF:8A:87:4C:8E:FE:EA:CB:E5
3642,ole.com.ar,3B:DD:C7:EC:30:98:D1:73:A6:2E:96:5C:57:3B:F0:9B:51:66:69:19:8B:51:0C:D3:A0:86:48:08:7B:37:2F:80
3682,bestbuy.ca,57:EB:82:61:17:1B:7B:76:D8:0B:8A:74:B8:F9:5C:51:57:36:DF:CC:4D:00:FF:82:D0:75:E3:86:05:76:39:88
3697,t-nation.com,23:67:81:1D:BD:07:A6:5C:D2:49:D8:97:D6:59:BD:0D:93:2B:3D:B6:85:83:3B:E3:9E:D6:B4:DB:58:BE:A8:FC
3698,movistar.es,6D:D2:8A:BC:6A:E1:FF:6A:13:7B:84:FE:CF:46:A5:2D:3A:78:C6:F5:D9:E5:2A:79:91:CF:DF:26:31:42:36:45
3713,boots.com,A7:74:FC:B5:15:1D:E0:E7:15:71:54:E6:2F:E9:70:46:46:79:C9:1B:7F:C0:F5:A5:96:99:40:A9:82:6F:02:A0
3718,afip.gob.ar,F3:A4:1C:B4:82:22:81:87:A8:63:86:55:7F:E0:BA:05:70:BD:22:45:F7:CE:20:92:FD:92:5D:62:DA:64:A6:35
3777,main.jp,2E:2F:A0:3F:1E:F0:03:FF:31:3F:E6:49:27:5D:59:43:AB:58:3B:4C:AA:2D:DF:08:BF:35:34:66:98:A0:73:9A
3783,arcor.de,F6:67:8B:52:08:39:0F:B1:27:94:3A:9A:B3:46:2B:6E:A1:92:89:63:24:14:AE:9F:9F:44:59:DD:F5:CA:A3:8F
3785,walmart.ca,BD:A7:6A:40:40:64:FB:50:BA:18:4D:0B:0E:D4:92:54:90:7E:B9:0F:3A:A4:6B:AA:DE:51:2D:37:65:14:03:41
3792,mapsofindia.com,EB:AC:00:0D:29:2D:E8:C5:35:68:32:87:C4:70:03:C5:6F:87:B4:1B:D3:BD:72:3B:2A:29:D2:EC:E5:68:29:7A
3802,paginegialle.it,B2:29:04:96:5F:F2:62:1F:20:8A:E3:22:FE:6F:08:52:E9:CD:59:86:6C:FA:00:41:0E:CE:5B:BD:9F:C4:CB:84
3809,fundsxpress.com,0E:45:EB:67:17:8C:C0:3F:A1:FE:E6:D2:AC:9F:E2:AA:5B:79:AB:6F:C6:0B:A3:61:13:DC:2E:72:0D:18:4C:73
3831,lifehacker.jp,67:08:97:45:B1:E8:DB:18:42:06:02:F1:9D:85:43:EC:27:22:AD:BC:2D:93:DB:06:4D:DA:C1:3B:1A:1E:C2:1F
3839,shein.com,8D:3E:3C:57:2D:C7:60:37:84:2D:0A:24:A9:68:EE:2A:D0:57:48:2C:44:B1:AA:76:C5:3E:4A:11:B2:20:26:16
3841,dardarkom.com,67:04:AA:7D:67:39:BD:CB:E9:A3:6C:A0:AA:CD:69:EF:F4:90:F5:46:CC:9C:26:4B:63:19:1C:B7:CE:C7:49:9A
3844,firefoxchina.cn,FB:C5:A4:AB:66:4C:C1:F6:BA:EA:B8:7F:11:B4:42:4F:FF:FF:AA:10:19:B2:49:1D:5C:56:83:76:C1:35:13:D3
3858,ponta.jp,D9:32:6F:D6:52:C7:53:E5:90:83:DD:51:7A:2C:6C:BE:BE:B1:BE:DD:21:0E:5B:E0:CD:FA:B7:E6:0D:92:DA:8D
3871,rotoworld.com,BF:54:4B:BA:B3:93:FA:0B:19:C4:07:75:F7:6F:50:8C:59:EF:05:2C:3B:09:19:6E:07:E5:EC:D9:01:C6:8A:51
3876,jobsdb.com,15:9B:A6:44:86:5D:CF:2E:F4:1E:A7:33:71:73:96:1B:AC:D1:DB:1D:02:A9:EC:A3:8E:FD:76:BF:C2:EE:CD:42
3884,dose.com,B7:FB:6E:58:9E:A3:B6:ED:AA:D7:15:84:3E:9C:C5:17:2B:EA:87:26:4C:CD:8C:FE:4D:A4:00:3E:D7:FE:A9:BF
3885,dealmoon.com,17:50:17:2B:01:F6:51:BC:E0:31:DE:87:1C:E1:D3:98:A7:B4:D1:7C:48:6E:F6:F3:86:9F:35:B1:63:C2:65:0D
3886,adobeconnect.com,E2:1B:05:5C:F7:79:2F:99:3C:8D:5C:B1:C7:62:43:D6:B4:B2:55:57:99:93:0F:E4:B2:FA:B5:FB:37:1E:76:D0
3887,vodafone.it,4A:63:35:7D:08:EA:BB:30:3D:B0:84:A8:5C:49:75:E7:5A:75:A2:14:B2:4F:8A:98:97:05:13:76:8D:BB:B4:F3
3892,player.pl,79:00:2C:23:78:D9:E0:0D:BE:97:07:39:E2:32:F9:B5:B3:45:E6:86:03:19:F3:88:9D:DD:2B:BE:C5:86:2B:53
3893,patrika.com,3C:29:39:D4:BA:0B:C4:75:00:AE:EF:4F:F3:39:00:F6:30:2E:37:A2:E7:9F:65:A2:7C:6D:BF:1D:14:48:09:04
3916,netkeiba.com,C6:1C:D8:7E:1A:C6:8D:EA:72:B5:57:29:77:FD:74:F2:07:84:0A:09:C8:A3:21:A6:69:AE:AD:D9:D7:A5:A4:9D
3937,hmv.co.jp,86:4A:69:C1:E7:D5:CC:89:9D:A9:28:31:3D:B5:A9:91:DA:06:86:6C:5E:E2:38:68:97:C4:01:70:D5:E3:A1:10
3941,rpp.pe,67:08:97:45:B1:E8:DB:18:42:06:02:F1:9D:85:43:EC:27:22:AD:BC:2D:93:DB:06:4D:DA:C1:3B:1A:1E:C2:1F
3951,lifo.gr,74:60:15:CA:DE:D3:9B:20:0D:B8:69:FC:81:BA:07:50:96:F9:CB:49:BF:DB:82:0A:EF:F2:41:94:F7:CD:20:B8
3966,aufeminin.com,E2:55:A0:FA:5B:E4:11:42:D0:DD:BB:6A:18:1A:50:3C:BC:F6:90:A8:A1:C3:27:5D:BC:CA:B2:F8:42:58:E2:0F
3978,banorte.com,22:D2:CC:41:B1:A5:D7:8B:D5:35:7C:38:5C:27:2E:13:81:16:87:E7:13:AE:AA:BB:89:AE:A9:DE:92:19:E7:4E
4033,oanda.com,6D:9C:8F:F9:21:D4:04:E2:2F:C9:72:F6:24:61:59:14:E8:F1:19:9A:27:BF:5F:85:F7:D3:44:DA:E8:8E:B2:9E
4049,vidtomp3.com,A7:46:5A:FF:D5:91:2D:8F:3F:1D:A2:89:47:20:E3:21:52:76:AC:ED:70:F0:A7:B7:B7:66:C0:AE:2E:26:73:C0
4055,pekao24.pl,3C:6C:76:24:35:40:1E:62:A6:E3:BD:E2:A5:57:1F:57:5F:29:3F:8C:75:95:19:95:4A:8C:D1:CC:BA:4F:73:70
4064,underarmour.com,D5:80:BD:48:35:84:98:C9:0F:4A:B8:97:E1:F0:A9:86:2A:37:4A:36:8D:C7:5E:C1:C5:59:A9:BB:87:EE:7B:CF
4089,loft.com,E4:C9:C0:E9:51:4E:20:FA:23:5F:BE:37:55:4D:BB:60:22:3F:6C:E7:A8:65:75:69:AC:D4:18:43:63:95:15:E2
4121,qld.gov.au,FD:7F:85:6D:9F:56:E6:05:68:4E:9B:1A:65:7D:BD:03:B4:93:35:4A:C5:A6:27:9B:16:A3:66:9C:61:4F:13:24
4128,ntv.co.jp,71:AE:8C:E7:EE:62:F0:58:3B:1E:75:71:E8:4F:33:EF:2A:F9:99:C5:5C:89:C6:65:39:08:CC:B7:59:7D:6A:9E
4139,comicbookresources.com,77:FF:34:E4:35:C3:C8:CA:63:C9:70:DB:0E:94:49:34:4D:7D:E3:86:4B:77:41:E4:CD:CD:6B:FF:D6:B4:EB:A9
4152,smbc-comics.com,0E:E6:C5:A1:6C:27:5B:88:45:31:3F:43:F3:43:C9:C9:43:4E:61:36:E5:56:54:67:00:C9:0D:1E:D6:76:68:A3
4191,virginia.edu,89:2C:E0:76:97:62:1B:5A:21:CA:97:3F:30:3A:96:1F:5A:4E:31:99:AA:77:41:D9:BF:FC:AC:A8:EB:B8:48:9D
4236,jjang0u.com,2A:D9:4F:74:F9:2D:26:91:87:AA:25:A5:36:5E:1E:B1:02:7D:D3:F0:1A:6C:32:39:CF:4C:E0:59:F6:61:56:10
4243,mci.ir,78:C3:7C:35:EE:B1:2C:87:78:5A:C7:8B:48:D7:14:3B:9A:6E:2B:E8:BB:AF:D5:D4:B7:D6:C1:16:E0:F5:3F:FA
4273,laiguana.tv,67:08:97:45:B1:E8:DB:18:42:06:02:F1:9D:85:43:EC:27:22:AD:BC:2D:93:DB:06:4D:DA:C1:3B:1A:1E:C2:1F
4278,imprs.name,A3:AF:B2:25:3D:F5:C6:4E:6F:72:84:81:75:BE:BD:A4:12:22:6E:25:4F:1C:01:F3:1F:2D:4C:F3:9F:47:08:2F
4280,imprs.org,A3:AF:B2:25:3D:F5:C6:4E:6F:72:84:81:75:BE:BD:A4:12:22:6E:25:4F:1C:01:F3:1F:2D:4C:F3:9F:47:08:2F
4296,onpato.ru,09:7A:88:44:08:A2:00:8F:EE:83:6F:D4:F9:B0:E4:86:77:89:77:65:C4:7E:97:B7:A9:85:C6:9A:9B:98:30:4B
4325,athome.co.jp,A7:EC:FF:2A:5D:3F:55:3C:EC:59:77:D1:E0:80:25:EF:8F:B5:15:AE:8C:5D:C9:17:B0:11:91:3C:07:A9:51:8E
4331,buy123.com.tw,8D:72:46:B3:2F:1A:0E:94:7F:80:04:2C:06:A7:9F:47:74:42:42:37:E4:40:07:0E:46:C3:AF:A4:08:01:93:0F
4332,sensacine.com,E4:47:4D:7A:BE:83:62:54:71:5E:9B:43:84:BA:27:83:D1:B0:ED:C4:37:18:FF:29:FE:ED:18:49:9C:94:37:95
4339,funda.nl,C7:7D:37:C0:36:84:18:7D:B8:C7:97:7F:9C:96:51:A1:F7:98:5C:C0:6D:87:27:EE:1F:63:E4:B0:08:23:60:EC
4349,stylebistro.com,8B:D3:4D:93:54:6C:54:75:76:99:80:1D:13:91:EA:43:0E:34:A4:AF:2E:99:FB:B5:AD:74:F3:4F:79:AC:11:0B
4353,plejada.pl,12:A5:58:5F:E7:59:63:FE:65:23:AD:BB:E8:BC:CC:E0:AA:65:D1:1A:FD:CA:FE:33:10:DF:D6:35:88:83:A7:0E
4360,hattrick.org,C2:57:95:78:39:B7:14:7B:76:08:9B:EB:58:99:30:FB:E4:1D:3E:7B:D4:F6:C2:F0:35:F3:FE:82:7D:6B:27:FA
4362,deichmann.com,F3:6B:F5:B2:87:86:34:2B:C0:A6:33:DC:83:E1:E1:BF:C2:50:4D:55:16:95:A0:24:BB:B8:3A:94:D3:AD:D6:D3
4365,heraldcorp.com,55:43:20:C2:BC:14:B9:0C:A4:CD:EF:DB:A9:34:1B:7D:56:E5:E8:89:39:2A:A5:1D:19:5C:B7:AF:77:05:46:55
4393,logsoku.com,A4:B4:8E:35:7F:66:4D:09:13:B8:FD:72:18:41:D6:9C:45:3E:F6:BD:27:EC:C0:11:B1:55:AA:45:CA:C4:A9:31
4468,powerschool.com,6F:6F:18:BC:BF:A0:1E:27:DB:C7:E5:FC:41:41:AF:61:2A:81:8E:93:DA:BE:7E:2E:B6:5E:87:BA:AC:51:88:EB
4475,a-static.com,6F:18:8C:4A:B9:D1:5C:23:E4:A3:4C:AB:47:79:C0:C8:E7:D0:A3:05:BA:C9:88:28:F1:1F:15:74:E0:09:EC:FD
